Test Result UID,Sample Name,Sample Type,Receipt Time,Test Time,Provider,cis-Nerolidol,trans-Nerolidol,trans-Nerolidol 1,trans-Nerolidol 2,trans-Ocimene,3-Carene,Camphene,Caryophyllene Oxide,Eucalyptol,Geraniol,Guaiol,Isopulegol,Linalool,Ocimene,Terpinolene,alpha-Bisabolol,alpha-Humulene,alpha-Pinene,alpha-Terpinene,beta-Caryophyllene,beta-Myrcene,beta-Ocimene,beta-Pinene,delta-Limonene,gamma-Terpinene,p-Cymene,delta-9 THC-A,delta-9 THC,delta-8 THC,THC-A,THCV,CBN,CBD-A,CBD,CBDV,CBDV-A,delta-9 CBG-A,delta-9 CBG,CBC,Moisture Content
,N'Ice Cream - Anna Lewis,"Flower, Inhalable",2018-11-25,,736,,,,,,0.0,0.007,0.015,0.0,0.0,0.0,0.0,0.127,0.082,0.015,0.147,0.145,0.138,0.0,0.475,0.287,,0.075,0.222,0.0,0.0,,0.62,0.0,24.77,0.0,0.0,0.03,0.0,0.0,0.0,0.53,0.06,0.0,
,Frosted lime / Phytonyx,"Flower, Inhalable",2018-11-25,,736,,,,,,0.0,0.002,0.026,0.0,0.0,0.09,0.0,0.049,0.221,0.041,0.164,0.069,0.024,0.0,0.232,0.336,,0.025,0.137,0.0,0.0,,0.08,0.0,0.83,0.0,0.0,22.52,0.5,0.0,0.12,0.79,0.08,0.06,
,Chocolate Orange hashberry / Fullsun Farms,"Flower, Inhalable",2018-11-25,,736,,,,,,0.0,0.001,0.005,0.0,0.0,0.057,0.0,0.037,0.112,0.099,0.001,0.037,0.142,0.0,0.125,0.499,,0.041,0.053,0.0,0.0,,1.05,0.0,13.61,0.0,0.0,0.02,0.0,0.0,0.0,0.97,0.07,0.0,
,Hibiscus / Ben Blake,"Flower, Inhalable",2018-11-25,,736,,,,,,0.017,0.004,0.007,0.007,0.0,0.065,0.0,0.043,0.084,0.639,0.002,0.048,0.258,0.015,0.153,0.399,,0.154,0.116,0.009,0.0,,0.7,0.0,19.65,0.0,0.0,0.03,0.0,0.0,0.0,0.56,0.07,0.0,
,Super Fizz - Molecular Farms,"Flower, Inhalable",2018-11-25,,736,,,,,,0.015,0.0,0.016,0.007,0.022,0.0,0.0,0.044,0.123,0.585,0.032,0.257,0.037,0.016,0.504,0.169,,0.056,0.111,0.012,0.0,,0.4,0.0,10.09,0.0,0.0,0.01,0.0,0.0,0.0,1.78,0.03,0.03,
,Air Force One - Janice Cedar,"Flower, Inhalable",2018-11-25,,736,,,,,,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.046,0.029,0.124,0.006,0.103,0.011,0.0,0.308,0.227,,0.022,0.102,0.001,0.0,,0.32,0.0,11.74,0.0,0.0,,0.0,0.0,0.0,0.16,0.08,0.0,
,Lemonz #2 - Micah Rubinstien,"Flower, Inhalable",2018-11-25,,736,,,,,,0.0,0.004,0.012,0.0,0.002,0.0,0.0,0.146,0.012,0.041,0.129,0.323,0.018,0.0,0.777,0.283,,0.035,0.237,0.0,0.0,,1.38,0.0,14.13,0.0,0.0,0.02,0.0,0.0,0.0,0.41,0.06,0.04,
,White Buffalo - Bon Vivant,"Flower, Inhalable",2018-11-25,,736,,,,,,0.0,0.004,0.018,0.002,0.001,0.0,0.0,0.052,0.006,0.018,0.053,0.093,0.018,0.0,0.32,0.225,,0.033,0.189,0.0,0.0,,0.14,0.0,14.15,0.0,0.0,,0.0,0.0,0.0,0.88,0.02,0.0,
,Huckleberries - Huckleberry Hill Farms,"Flower, Inhalable",2018-11-25,,736,,,,,,0.0,0.006,0.048,0.0,0.002,0.0,0.0,0.172,0.005,0.008,0.107,0.281,0.022,0.0,0.677,0.124,,0.042,0.248,0.0,0.0,,0.59,0.0,19.58,0.0,0.0,0.02,0.0,0.0,0.0,0.72,0.08,0.02,
,Sunset Sherbert / Major Farms LLC,"Flower, Inhalable",2018-11-25,,736,,,,,,0.0,0.003,0.025,0.002,0.011,0.0,0.0,0.098,0.003,0.008,0.062,0.218,0.015,0.0,0.47,0.125,,0.029,0.177,0.0,0.0,,0.27,0.0,13.98,0.0,0.0,0.01,0.0,0.0,0.0,0.35,0.11,0.0,
,Wedding Cake - Royal Budline,"Flower, Inhalable",2018-11-25,,736,,,,,,0.0,0.002,0.015,0.0,0.003,0.0,0.0,0.08,0.001,0.006,0.053,0.149,0.01,0.0,0.467,0.068,,0.019,0.069,0.0,0.0,,0.91,0.0,21.56,0.0,0.0,0.04,0.0,0.0,0.0,1.22,0.03,0.03,
,Garlic Skunk aka GMO Cookies - James Manley,"Flower, Inhalable",2018-11-25,,736,,,,,,0.0,0.007,0.02,0.0,0.0,0.0,0.0,0.025,0.004,0.02,0.071,0.223,0.025,0.0,0.527,0.06,,0.048,0.194,0.0,0.0,,0.46,0.0,25.0,0.0,0.0,0.04,0.0,0.0,0.0,0.67,0.08,0.0,
,OG Kush - Tokin Terp Farms,"Flower, Inhalable",2018-11-25,,736,,,,,,0.0,0.002,0.009,0.0,0.006,0.0,0.0,0.076,0.004,0.024,0.042,0.086,0.009,0.0,0.255,0.071,,0.02,0.063,0.0,0.0,,0.94,0.0,18.91,0.0,0.0,0.03,0.0,0.0,0.0,0.75,0.1,0.01,
,Tar Hill Jack Dog - Tar Hill Farms,"Flower, Inhalable",2018-11-25,,736,,,,,,0.002,0.0,0.009,0.0,0.004,0.0,0.0,0.058,0.029,0.073,0.043,0.09,0.007,0.003,0.281,0.024,,0.015,0.032,0.003,0.0,,0.58,0.0,20.83,0.0,0.0,0.04,0.0,0.0,0.0,1.15,0.17,0.01,
,Tar Hill Pink Lemonade - Tar Hill Family Farms,"Flower, Inhalable",2018-11-25,,736,,,,,,0.0,0.001,0.011,0.0,0.009,0.0,0.0,0.08,0.006,0.028,0.037,0.104,0.007,0.0,0.307,0.038,,0.016,0.063,0.0,0.0,,0.26,0.0,18.01,0.0,0.0,0.03,0.0,0.0,0.0,0.35,0.08,0.0,
,Humble Pie / Max Stover,"Flower, Inhalable",2018-11-25,,736,,,,,,0.0,0.001,0.018,0.002,0.0,0.0,0.0,0.129,0.005,0.013,0.102,0.158,0.006,0.0,0.514,0.081,,0.012,0.058,0.0,0.0,,0.79,0.0,18.03,0.0,0.0,0.03,0.0,0.0,0.0,0.54,0.09,0.03,
,OG Citron - Phytologie,"Flower, Inhalable",2018-11-25,,736,,,,,,0.0,0.003,0.016,0.0,0.003,0.0,0.0,0.354,0.007,0.012,0.033,0.066,0.013,0.0,0.148,0.046,,0.022,0.077,0.0,0.0,,1.1,0.0,12.12,0.0,0.0,7.52,0.2,0.0,0.02,0.18,0.03,0.04,
,Mimosa #3 - Brady Ranck,"Flower, Inhalable",2018-11-25,,736,,,,,,0.0,0.01,0.007,0.0,0.0,0.058,0.0,0.056,0.039,0.011,0.037,0.071,0.101,0.0,0.228,0.092,,0.085,0.332,0.0,0.0,,0.35,0.0,25.61,0.0,0.0,0.05,0.0,0.0,0.0,1.03,0.13,0.0,
,Jess's Girl - Seed707LLC,"Flower, Inhalable",2018-11-25,,736,,,,,,0.0,0.001,0.007,0.0,0.0,0.015,0.0,0.029,0.017,0.006,0.082,0.062,0.027,0.0,0.2,0.07,,0.011,0.032,0.0,0.0,,0.6,0.0,14.49,0.03,0.0,0.02,0.0,0.0,0.0,0.81,0.02,0.0,
,Lemon Banana Lambs Bread - Humboldt Brothers,"Flower, Inhalable",2018-11-25,,736,,,,,,0.0,0.002,0.011,0.0,0.001,0.0,0.0,0.043,0.009,0.022,0.012,0.111,0.009,0.0,0.378,0.152,,0.018,0.079,0.0,0.0,,1.08,0.0,24.03,0.0,0.0,0.04,0.0,0.0,0.0,0.45,0.23,0.02,
,Tar Hill Pink Lemonade - Jeremy Pope,"Flower, Inhalable",2018-11-25,,736,,,,,,0.0,0.002,0.014,0.0,0.009,0.0,0.0,0.085,0.008,0.045,0.046,0.132,0.008,0.0,0.389,0.055,,0.016,0.069,0.0,0.0,,0.42,0.0,22.78,0.0,0.0,0.03,0.0,0.0,0.0,0.4,0.12,0.0,
,Red Queen - Wayne Baynham,"Flower, Inhalable",2018-11-25,,736,,,,,,0.003,0.001,0.008,0.003,0.0,0.045,0.0,0.009,0.003,0.077,0.001,0.07,0.012,0.002,0.231,0.042,,0.022,0.046,0.001,0.0,,0.64,0.0,11.4,0.04,0.0,0.02,0.0,0.0,0.0,0.11,0.06,0.0,
,Holy Crunch - Phytologie,"Flower, Inhalable",2018-11-25,,736,,,,,,0.001,0.003,0.023,0.0,0.002,0.0,0.0,0.154,0.009,0.046,0.034,0.164,0.015,0.0,0.329,0.069,,0.023,0.1,0.0,0.0,,0.64,0.0,9.7,0.0,0.0,10.9,0.2,0.0,0.02,0.81,0.05,0.03,
,Ringo's Girl - Seed707LLC,"Flower, Inhalable",2018-11-25,,736,,,,,,0.0,0.001,0.004,0.0,0.0,0.0,0.0,0.026,0.023,0.022,0.078,0.047,0.058,0.0,0.136,0.124,,0.024,0.044,0.0,0.0,,0.35,0.0,5.46,0.0,0.0,11.45,0.2,0.0,0.14,0.25,0.0,0.03,
,White OG Wedding Cake - Humboldt Brothers,"Flower, Inhalable",2018-11-25,,736,,,,,,0.0,0.006,0.012,0.0,0.001,0.0,0.0,0.016,0.012,0.01,0.065,0.111,0.029,0.0,0.366,0.168,,0.047,0.16,0.0,0.0,,0.65,0.0,24.44,0.0,0.0,0.04,0.0,0.0,0.0,0.86,0.07,0.0,
,Wedding Crasher - Palomar Craft Cannabis,"Flower, Inhalable",2018-11-25,,736,,,,,,0.0,0.003,0.008,0.0,0.0,0.0,0.0,0.055,0.011,0.003,0.046,0.061,0.036,0.0,0.209,0.041,,0.028,0.058,0.0,0.0,,0.51,0.0,15.47,0.0,0.0,0.02,0.0,0.0,0.0,0.44,0.05,0.0,
,Orangerita - Sunspire Farms,"Flower, Inhalable",2018-11-25,,736,,,,,,0.0,0.001,0.01,0.0,0.001,0.0,0.0,0.023,0.029,0.002,0.071,0.046,0.049,0.0,0.157,0.102,,0.021,0.029,0.0,0.0,,0.84,0.0,13.66,,0.0,0.02,0.0,0.0,0.0,2.24,0.05,0.04,
,Crush Ice - Molecular Farms,"Flower, Inhalable",2018-11-25,,736,,,,,,0.0,0.005,0.014,0.0,0.001,0.0,0.0,0.04,0.029,0.002,0.018,0.143,0.287,0.0,0.482,0.106,,0.077,0.04,0.0,0.0,,0.39,0.0,19.57,0.0,0.0,0.03,0.0,0.0,0.0,0.28,0.08,0.01,
,Jack Ruby - M. Kahn,"Flower, Inhalable",2018-11-25,,736,,,,,,0.0,0.002,0.014,0.0,0.0,0.0,0.0,0.048,0.084,0.002,0.002,0.04,0.088,0.0,0.123,0.139,,0.048,0.067,0.0,0.0,,0.62,0.0,21.04,0.0,0.0,0.04,0.0,0.0,0.0,1.63,0.11,0.01,
,Cherry Punch 15 - Corey Rodgers,"Flower, Inhalable",2018-11-25,,736,,,,,,0.0,0.007,0.033,0.0,0.0,0.143,0.0,0.024,0.033,0.003,0.339,0.229,0.081,0.0,0.742,0.104,,0.073,0.214,0.0,0.0,,0.41,0.0,21.9,0.0,0.0,0.04,0.0,0.0,0.0,0.34,0.09,0.0,
,Rebel Cookies #18 - Rebel Grown,"Flower, Inhalable",2018-11-25,,736,,,,,,0.0,0.011,0.021,0.0,0.0,0.0,0.0,0.05,0.02,0.005,0.095,0.261,0.042,0.0,0.54,0.268,,0.075,0.374,0.0,0.0,,0.46,0.0,27.61,0.0,0.0,0.05,0.0,0.0,0.0,2.06,0.09,0.01,
,Triple X - JD Lee,"Flower, Inhalable",2018-11-25,,736,,,,,,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.016,0.013,0.0,0.067,0.046,0.048,0.0,0.138,0.147,,0.023,0.078,0.0,0.0,,0.9,0.0,11.34,0.0,0.0,0.02,0.0,0.0,0.0,0.17,0.01,0.0,
,Butter Scotch 1 / Dan Pomerantz,"Flower, Inhalable",2018-11-25,,736,,,,,,0.0,0.004,0.026,0.0,0.003,0.0,0.0,0.145,0.012,0.003,0.147,0.31,0.018,0.0,0.713,0.119,,0.035,0.203,0.0,0.0,,0.62,0.0,19.78,0.0,0.0,0.04,0.0,0.0,0.0,0.73,0.1,0.0,
,Peanut butter breath / DEVI,"Flower, Inhalable",2018-11-25,,736,,,,,,0.0,0.013,0.032,0.0,0.0,0.0,0.0,0.125,0.02,0.004,0.212,0.247,0.06,0.0,0.557,0.098,,0.101,0.42,0.0,0.0,,0.9,0.0,25.37,0.0,0.0,0.05,0.0,0.0,0.0,0.65,0.26,0.02,
,Blood Orange Kush Wildseed,"Concentrate, Inhalable",2018-11-25,,736,,,,,,0.0,0.101,0.22,0.422,0.0,0.173,0.0,1.523,0.06,0.155,0.355,0.785,1.21,0.0,2.379,0.899,,0.889,1.532,0.038,0.0,,39.8,0.0,16.64,0.81,0.44,0.11,0.0,0.0,0.0,0.29,0.44,0.49,
,lemon kush,"Flower, Inhalable",2018-11-27,,736,,,,,,0.0,0.007,0.015,0.0,0.009,0.12,0.0,0.282,0.001,0.004,0.066,0.105,0.027,0.0,0.315,0.219,,0.047,0.361,0.001,0.0,,1.74,0.0,25.15,0.0,0.0,0.04,0.0,0.0,0.0,0.68,0.11,0.02,
,Tangimal,"Flower, Inhalable",2018-11-27,,688,,,,,,0.0,0.002,0.004,0.0,0.0,0.076,0.0,0.055,0.0,0.0,0.033,0.035,0.163,0.0,0.119,0.653,,0.079,0.067,0.0,0.0,,2.89,0.0,13.06,0.0,0.02,0.04,0.0,0.0,0.0,0.58,0.08,0.03,
,Pack a Punch Flower,"Flower, Inhalable",2018-11-28,,728,,,,,,0.0,0.008,0.02,0.0,0.002,0.116,0.0,0.0,0.0,0.006,0.121,0.141,0.03,0.0,0.454,0.407,,0.06,0.371,0.0,0.0,,0.6,0.0,17.59,0.0,0.0,0.03,0.0,0.0,0.0,0.17,0.06,0.0,
,Pacific Frost Flower,"Flower, Inhalable",2018-11-28,,728,,,,,,0.0,0.003,0.003,0.0,0.0,0.049,0.0,0.033,0.0,0.0,0.06,0.025,0.101,0.0,0.089,0.446,,0.062,0.064,0.0,0.0,,0.36,0.0,17.83,0.0,0.0,0.03,0.0,0.0,0.0,0.54,0.07,0.0,
,Dozizoz - Austin Goldstein,"Flower, Inhalable",2018-11-29,,736,,,,,,0.0,0.005,0.012,0.005,0.002,0.0,0.0,0.109,0.004,0.004,0.028,0.101,0.019,0.0,0.244,0.058,,0.031,0.207,0.001,0.0,,0.29,0.0,20.81,0.0,0.0,0.03,0.0,0.0,0.0,2.11,0.1,0.0,
,Grandma P's Blueberry- Richard Cudding,"Flower, Inhalable",2018-11-29,,736,,,,,,0.0,0.0,0.016,0.0,0.001,0.0,0.0,0.001,0.007,0.0,0.005,0.056,0.041,0.0,0.192,0.382,,0.025,0.043,0.0,0.0,,0.66,0.0,12.19,0.0,0.0,0.01,0.0,0.0,0.0,0.24,0.04,0.0,
,MACI Caps Cut - Phi Voong,"Flower, Inhalable",2018-11-29,,736,,,,,,0.0,0.015,0.026,0.0,0.001,0.0,0.0,0.193,0.056,0.005,0.14,0.084,0.112,0.0,0.26,0.383,,0.115,0.468,0.0,0.0,,0.56,0.0,24.88,0.0,0.0,0.04,0.0,0.0,0.0,0.93,0.0,0.01,
,In the Pines - Derek Roseboom,"Flower, Inhalable",2018-11-29,,736,,,,,,0.0,0.002,0.039,0.005,0.001,0.0,0.0,0.069,0.105,0.001,0.017,0.213,0.094,0.0,0.506,0.562,,0.047,0.071,0.001,0.0,,1.91,0.0,19.86,0.0,,0.03,0.0,0.0,0.0,1.05,0.1,0.04,
,Sugaree 2018 - Derek Roseboom,"Flower, Inhalable",2018-11-29,,736,,,,,,0.0,0.0,0.014,0.0,0.001,0.093,0.0,0.1,0.067,0.001,0.041,0.051,0.015,0.0,0.149,0.482,,0.019,0.114,0.0,0.0,,0.86,0.0,15.23,0.0,0.0,0.02,0.0,0.0,0.0,0.51,0.15,0.0,
,Lemon OG - Derek Roseboom,"Flower, Inhalable",2018-11-29,,736,,,,,,0.0,0.005,0.017,0.0,0.001,0.001,0.0,0.044,0.017,0.002,0.104,0.165,0.021,0.0,0.512,0.197,,0.038,0.22,0.0,0.0,,0.4,0.0,16.42,0.0,0.0,0.02,0.0,0.0,0.0,0.51,0.06,0.0,
,White Tahoe Cookies - Pinnacle Humboldt,"Flower, Inhalable",2018-11-29,,736,,,,,,0.0,0.007,0.016,0.0,0.001,0.001,0.0,0.146,0.041,0.004,0.128,0.349,0.04,0.0,0.846,0.422,,0.054,0.315,0.0,0.0,,0.53,0.0,21.91,0.0,0.0,0.03,0.0,0.0,0.0,1.59,0.08,0.03,
,Purple Haze - Pinnacle Humboldt,"Flower, Inhalable",2018-11-29,,736,,,,,,0.0,0.004,0.017,0.0,0.001,0.0,0.0,0.131,0.073,0.001,0.059,0.097,0.172,0.0,0.299,0.641,,0.065,0.146,0.0,0.0,,1.34,0.0,23.79,0.0,0.0,0.04,0.0,0.0,0.0,1.64,0.2,0.06,
,Rainbow Sherbert - Pinnacle Humboldt,"Flower, Inhalable",2018-11-29,,736,,,,,,0.0,0.004,0.022,0.0,0.008,0.0,0.0,0.135,0.03,0.002,0.064,0.225,0.029,0.0,0.504,0.346,,0.029,0.176,0.0,0.0,,1.31,0.0,18.75,0.0,0.0,0.03,0.0,0.0,0.0,0.49,0.14,0.04,
,Holy Grail - Pinnacle Humboldt,"Flower, Inhalable",2018-11-29,,736,,,,,,0.0,0.007,0.025,0.0,0.003,0.0,0.0,0.121,0.014,0.004,0.088,0.188,0.03,0.0,0.548,0.336,,0.055,0.294,0.0,0.0,,1.38,0.0,20.39,0.0,0.0,0.03,0.0,0.0,0.0,0.92,0.11,0.03,
,Rebel Cookies #25 - Rebel Grown,"Flower, Inhalable",2018-11-29,,736,,,,,,0.0,0.008,0.03,0.0,0.0,0.0,0.0,0.078,0.004,0.004,0.002,0.252,0.03,0.0,0.83,0.148,,0.054,0.358,0.0,0.0,,0.95,0.0,24.07,0.0,0.0,0.03,0.0,0.0,0.0,0.72,0.08,0.03,
,Rebel Cookies #18 - Rebel Grown,"Flower, Inhalable",2018-11-29,,736,,,,,,0.0,0.008,0.013,0.0,0.001,0.0,0.0,0.046,0.002,0.006,0.05,0.213,0.046,0.0,0.445,0.37,,0.071,0.525,0.0,0.0,,0.54,0.0,28.63,0.0,0.0,0.05,0.0,0.0,0.0,1.88,0.11,0.03,
,Double OG Chem #15 - Rebel Grown,"Flower, Inhalable",2018-11-29,,736,,,,,,0.0,0.008,0.013,0.0,0.001,0.0,0.0,0.191,0.002,0.005,0.088,0.161,0.021,0.0,0.375,0.184,,0.068,0.459,0.0,0.0,,0.58,0.0,22.97,0.0,0.0,0.03,0.0,0.0,0.0,0.75,0.1,0.01,
,Double OG Chem #5 - Rebel Grown,"Flower, Inhalable",2018-11-29,,736,,,,,,0.0,0.013,0.027,0.0,0.0,0.0,0.0,0.129,0.0,0.006,0.126,0.219,0.047,0.0,0.487,0.283,,0.092,0.528,0.0,0.0,,0.53,0.0,29.77,0.0,0.0,0.05,0.0,0.0,0.0,0.69,0.19,,
,Double OG Sour - Rebel Grown,"Flower, Inhalable",2018-11-29,,736,,,,,,0.0,0.008,0.015,0.0,0.0,0.0,0.0,0.162,0.0,0.005,0.03,0.168,0.032,0.0,0.394,0.228,,0.064,0.357,0.0,0.0,,0.55,0.0,20.65,0.0,0.0,0.03,0.0,0.0,0.0,1.0,0.09,0.02,
,Butter Scotch - Dan Palmerantz,"Flower, Inhalable",2018-11-29,,736,,,,,,0.0,0.009,0.027,0.0,0.001,0.001,0.0,0.165,0.001,0.006,0.081,0.32,0.032,0.0,0.654,0.208,,0.062,0.345,0.0,0.0,,0.44,0.0,24.41,0.0,0.0,0.04,0.0,0.0,0.0,0.74,0.08,0.01,
,Butter Scotch 2 - Dan Palmerantz,"Flower, Inhalable",2018-11-29,,736,,,,,,0.0,0.007,0.021,0.0,0.0,0.0,0.0,0.149,0.004,0.016,0.094,0.281,0.024,0.0,0.645,0.258,,0.049,0.324,0.0,0.0,,0.54,0.0,20.35,0.0,0.0,0.03,0.0,0.0,0.0,0.62,0.1,0.0,
,Farmers CBD - Paula Hudgins,"Flower, Inhalable",2018-11-29,,736,,,,,,0.008,0.002,0.006,0.003,0.001,0.0,0.0,0.046,0.06,0.342,0.083,0.032,0.084,0.007,0.113,0.417,,0.076,0.197,0.007,0.0,,0.85,0.0,6.35,0.0,0.0,10.86,0.42,0.0,0.02,0.18,0.01,0.05,
,Honey - Dosi - Sheperds Meadow Farms,"Flower, Inhalable",2018-12-03,,736,,,,,,0.0,0.013,0.021,0.0,0.0,0.0,0.0,0.055,0.001,0.01,0.118,0.197,0.048,0.0,0.685,0.102,,0.087,0.588,0.0,0.0,,0.54,0.0,26.14,0.0,0.0,0.04,0.0,0.0,0.0,0.43,0.12,0.0,
,Blood Tangie x Omija - Michael Davies,"Flower, Inhalable",2018-12-03,,736,,,,,,0.0,0.004,0.013,0.0,0.002,0.0,0.0,0.063,0.104,0.002,0.006,0.067,0.249,0.0,0.212,1.475,,0.104,0.083,0.0,0.0,,2.47,0.0,14.98,,0.02,0.03,0.0,0.0,0.0,0.4,0.07,0.02,
,Mary's Tincture - 1,"Flower, Inhalable",2018-12-04,,737,,,,,,0.0,0.003,0.006,0.0,0.0,0.0,0.0,0.104,0.0,0.001,0.024,0.066,0.013,0.0,0.21,0.019,,0.023,0.125,0.0,0.0,,0.68,0.0,8.42,0.0,0.0,0.02,0.0,0.0,0.0,0.1,0.04,0.01,
,Sunset Sherbet,"Flower, Inhalable",2018-12-05,,432,,,,,,0.0,0.004,0.009,0.0,0.0,0.0,0.0,0.099,0.0,0.001,0.038,0.268,0.016,0.0,0.673,0.093,,0.031,0.159,0.0,0.0,,0.39,0.0,19.17,0.0,0.0,0.03,0.0,0.0,0.0,1.16,0.07,0.0,
,Pure Kush,"Flower, Inhalable",2018-12-05,,432,,,,,,0.0,0.008,0.008,0.0,0.008,0.0,0.0,0.167,0.0,0.002,0.101,0.101,0.027,0.0,0.309,0.079,,0.053,0.266,0.0,0.0,,0.44,0.0,24.73,0.0,0.0,0.05,0.0,0.0,0.0,0.58,0.09,0.0,
,Mendo Breath Flower,"Flower, Inhalable",2018-12-05,,728,,,,,,0.0,0.008,0.006,0.0,0.0,0.0,0.0,0.123,0.011,0.003,0.091,0.109,0.053,0.0,0.363,0.156,,0.061,0.295,0.0,0.0,,0.4,0.0,22.29,0.0,0.0,0.05,0.0,0.0,0.0,0.93,0.17,0.0,
,Cherry Ak Flower,"Flower, Inhalable",2018-12-05,,728,,,,,,0.0,0.0,0.021,0.003,0.0,0.002,0.0,0.004,0.076,0.001,0.139,0.14,0.12,0.0,0.456,1.191,,0.05,0.08,0.0,0.0,,2.27,0.0,20.59,0.0,0.0,0.05,0.0,0.0,0.0,0.24,0.12,0.05,
,Layer Cake Flower,"Flower, Inhalable",2018-12-05,,728,,,,,,0.0,0.01,0.036,0.0,0.0,0.0,0.0,0.126,0.0,0.006,0.112,0.357,0.038,0.0,0.872,0.093,,0.072,0.52,0.0,0.0,,0.65,0.0,31.38,0.0,0.0,0.08,0.0,0.0,0.0,1.53,0.07,0.01,
,Angel Food Cake Flower,"Flower, Inhalable",2018-12-05,,728,,,,,,0.0,0.008,0.012,0.0,0.0,0.0,0.0,0.1,0.0,0.003,0.056,0.115,0.028,0.0,0.347,0.156,,0.057,0.357,0.0,0.0,,0.69,0.0,19.15,0.0,0.0,0.02,0.0,0.0,0.0,1.53,0.1,0.02,
,Romulan Grapefruit Flower,"Flower, Inhalable",2018-12-05,,728,,,,,,0.0,0.003,0.004,0.004,0.0,0.0,0.0,0.007,0.0,0.0,0.003,0.039,0.168,0.0,0.075,0.885,,0.087,0.069,0.0,0.0,,0.99,0.0,18.56,0.0,0.0,0.03,0.0,0.0,0.0,0.17,0.0,0.03,
,Big Lemons,"Concentrate, Inhalable",2018-12-07,,458,,,,,,0.0,0.062,0.07,0.0,0.018,0.0,0.0,0.354,0.11,0.014,0.54,0.311,2.907,0.0,1.166,2.152,,0.971,0.728,0.017,0.005,,74.9,0.0,0.0,0.43,0.9,0.0,0.17,0.0,0.0,0.0,1.21,0.84,
,Blueberry Muffin,"Concentrate, Inhalable",2018-12-07,,458,,,,,,0.0,0.0,0.009,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.026,0.049,0.031,0.0,0.222,2.338,,0.076,0.457,0.0,0.0,,81.04,0.0,0.0,0.89,1.26,0.0,0.17,0.0,0.0,0.0,1.98,1.53,
,Squishy Face,"Concentrate, Inhalable",2018-12-07,,458,,,,,,0.0,0.015,0.015,0.0,0.0,0.0,0.0,0.091,0.045,0.0,0.05,0.09,0.57,0.0,0.303,1.669,,0.235,0.322,0.0,0.0,,82.13,0.0,0.0,0.42,0.97,0.0,0.16,0.0,0.0,0.0,1.3,0.91,
,Cherry Banana Cookies,"Flower, Inhalable",2018-12-10,,334,,,,,,0.0,0.021,0.009,0.0,0.005,0.0,0.0,0.081,0.027,0.0,0.001,0.07,0.146,0.0,0.245,0.078,,0.164,0.482,0.0,0.0,,0.22,0.0,23.51,0.0,0.0,0.03,0.0,0.0,0.0,0.62,0.12,0.0,
,Blue Dream Flower,"Flower, Inhalable",2018-12-12,,728,,,,,,0.0,0.006,0.013,0.001,0.0,0.0,0.0,0.036,0.0,0.0,0.048,0.094,0.384,0.0,0.241,0.749,,0.184,0.076,0.0,0.0,,1.23,0.0,17.25,0.0,0.01,0.03,0.0,0.0,0.0,0.16,0.05,0.02,
,Key Lime Pie Flower,"Flower, Inhalable",2018-12-12,,728,,,,,,0.0,0.005,0.04,0.0,0.018,0.0,0.0,0.109,0.0,0.003,0.081,0.282,0.02,0.0,0.59,0.071,,0.042,0.281,0.0,0.0,,0.6,0.0,17.13,0.0,0.0,0.02,0.0,0.0,0.0,0.37,0.12,0.03,
,White Tahoe Cookies Flower,"Flower, Inhalable",2018-12-12,,728,,,,,,0.0,0.006,0.016,0.0,0.0,0.0,0.0,0.221,0.0,0.003,0.166,0.42,0.024,0.0,0.976,0.197,,0.049,0.34,0.0,0.0,,1.39,0.0,24.59,0.0,0.0,0.05,0.0,0.0,0.0,0.96,0.09,0.05,
,Zkittles Flower,"Flower, Inhalable",2018-12-12,,728,,,,,,0.0,0.004,0.043,0.0,0.012,0.0,0.0,0.163,0.0,0.003,0.165,0.423,0.017,0.0,0.903,0.011,,0.035,0.235,0.0,0.0,,0.99,0.0,20.31,0.0,0.0,0.03,0.0,0.0,0.0,1.34,0.11,0.05,
,GSC Flower,"Flower, Inhalable",2018-12-12,,728,,,,,,0.0,0.006,0.023,0.0,0.0,0.0,0.0,0.135,0.0,0.001,0.069,0.299,0.022,0.0,0.724,0.137,,0.042,0.303,0.0,0.0,,1.31,0.0,18.67,0.0,0.0,0.03,0.0,0.0,0.0,0.93,0.08,0.05,
,Blueberry Cookies,"Flower, Inhalable",2018-12-13,,738,,,,,,0.0,0.005,0.009,0.006,0.0,0.004,0.0,0.076,0.0,0.0,0.0,0.093,0.316,0.0,0.333,0.758,,0.149,0.119,0.0,0.0,,0.69,0.0,19.24,0.0,0.0,0.03,0.0,0.0,0.0,0.35,0.06,0.02,
,Gelato,"Flower, Inhalable",2018-12-13,,738,,,,,,0.0,0.015,0.006,0.001,0.0,0.075,0.0,0.018,0.0,0.0,0.0,0.042,0.057,0.0,0.135,0.137,,0.101,0.573,0.0,0.0,,0.32,0.0,25.73,0.0,0.0,0.03,0.0,0.0,0.0,1.77,0.07,0.0,
